crash_date,crash_time,borough,zip_code,latitude,longitude,location,on_street_name,off_street_name,cross_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,collision_id,vehicle_type_code1,vehicle_type_code2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5
2017-05-09T00:00:00.000,16:20,,,40.7700540,-73.9144060,"(40.770054, -73.914406)",ASTORIA BOULEVARD               ,35 STREET,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,,,,3666652,Sedan,Sedan,,,
2017-05-04T00:00:00.000,9:55,QUEENS,11378,40.7315750,-73.9248400,"(40.731575, -73.92484)",54 ROAD                         ,43 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3667687,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-05-09T00:00:00.000,13:30,BRONX,10454,40.8042200,-73.9113500,"(40.80422, -73.91135)",EAST 138 STREET                 ,WILLOW AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3666737,Pick-up Truck,,,,
2017-04-29T00:00:00.000,10:58,MANHATTAN,10011,40.7422520,-74.0007100,"(40.742252, -74.00071)",WEST 18 STREET                  ,8 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3661417,Sedan,Taxi,,,
2017-04-24T00:00:00.000,16:05,BROOKLYN,11206,40.6999700,-73.9405900,"(40.69997, -73.94059)",,,789       BROADWAY                      ,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3656580,Sedan,Pick-up Truck,,,
2017-05-06T00:00:00.000,15:00,BROOKLYN,11211,40.7170330,-73.9564400,"(40.717033, -73.95644)",DRIGGS AVENUE                   ,NORTH 7 STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3665005,Sedan,Bike,,,
2017-05-06T00:00:00.000,18:00,BROOKLYN,11230,40.6176640,-73.9628140,"(40.617664, -73.962814)",EAST 12 STREET                  ,AVENUE M,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3664805,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-04-23T00:00:00.000,15:00,MANHATTAN,10028,40.7768750,-73.9493800,"(40.776875, -73.94938)",EAST 86 STREET                  ,1 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3656219,Sedan,,,,
2017-05-07T00:00:00.000,20:12,,,40.8291850,-73.9287640,"(40.829185, -73.928764)",MACOMBS DAM BRIDGE              ,EAST 161 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3665694,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-04-15T00:00:00.000,17:15,BRONX,10474,40.8075370,-73.8798000,"(40.807537, -73.8798)",HALLECK STREET                  ,VIELE AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3652811,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-05-04T00:00:00.000,14:55,,,40.8763000,-73.8759000,"(40.8763, -73.8759)",PERRY AVENUE                    ,,,1,0,1,0,0,0,0,0,Unspecified,,,,,3664381,Pick-up Truck,,,,
2017-04-21T00:00:00.000,7:45,QUEENS,11364,40.7524340,-73.7594900,"(40.752434, -73.75949)",56 AVENUE                       ,SPRINGFIELD BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3654855,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-05-08T00:00:00.000,18:00,,,40.6987800,-73.9117800,"(40.69878, -73.91178)",PALMETTO STREET                 ,,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Passing Too Closely,,,,3665932,Sedan,Sedan,,,
2017-04-23T00:00:00.000,20:00,MANHATTAN,10003,40.7365200,-73.9907300,"(40.73652, -73.99073)",UNION SQUARE WEST               ,EAST 16 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3656234,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-04-23T00:00:00.000,0:10,,,40.6387860,-73.9453800,"(40.638786, -73.94538)",NEW YORK AVENUE                 ,,,3,0,0,0,0,0,3,0,Passing or Lane Usage Improper,Unspecified,,,,3665049,Sedan,Sedan,,,
2017-05-02T00:00:00.000,22:50,,,40.7377850,-73.9349600,"(40.737785, -73.93496)",BORDEN AVENUE                   ,VANDAM STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3662344,Sedan,,,,
2017-05-06T00:00:00.000,11:00,QUEENS,11419,40.6858370,-73.8268600,"(40.685837, -73.82686)",LIBERTY AVENUE                  ,116 STREET,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3665486,Ambulance,Box Truck,,,
2017-04-26T00:00:00.000,17:30,BROOKLYN,11235,40.5912630,-73.9440160,"(40.591263, -73.944016)",AVENUE Y                        ,EAST 26 STREET,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3657896,Station Wagon/Sport Utility Vehicle,,,,
2017-05-04T00:00:00.000,7:24,BROOKLYN,11208,40.6750530,-73.8743600,"(40.675053, -73.87436)",PITKIN AVENUE                   ,CRYSTAL STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3663858,Sedan,Taxi,,,
2017-04-18T00:00:00.000,11:21,BRONX,10462,40.8457760,-73.8634640,"(40.845776, -73.863464)",MORRIS PARK AVENUE              ,WALLACE AVENUE,,1,0,0,0,0,0,1,0,Outside Car Distraction,Outside Car Distraction,,,,3659048,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-05-04T00:00:00.000,11:00,,,40.8541000,-73.9191060,"(40.8541, -73.919106)",MAJOR DEEGAN EXPRESSWAY         ,,,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Unspecified,Unspecified,,,3663859,Sedan,Van,Tractor Truck Gasoline,,
2017-05-01T00:00:00.000,6:00,BRONX,10457,40.8549040,-73.8964500,"(40.854904, -73.89645)",WEBSTER AVENUE                  ,EAST 182 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3661391,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-05-02T00:00:00.000,10:30,QUEENS,11354,40.7647060,-73.8110050,"(40.764706, -73.811005)",154 STREET                      ,NORTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,,,,,3661498,Sedan,,,,
2017-04-28T00:00:00.000,14:00,,,40.7598230,-73.8550900,"(40.759823, -73.85509)",GRAND CENTRAL PKWY              ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3660835,Sedan,Sedan,,,
2017-04-26T00:00:00.000,21:00,BROOKLYN,11219,40.6268100,-74.0078400,"(40.62681, -74.00784)",OVINGTON AVENUE                 ,11 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3658474,Sedan,Sedan,,,
2017-04-17T00:00:00.000,12:15,BROOKLYN,11210,40.6196060,-73.9455260,"(40.619606, -73.945526)",NOSTRAND AVENUE                 ,AVENUE M,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3653408,Sedan,,,,
2017-04-21T00:00:00.000,6:20,MANHATTAN,10019,40.7656200,-73.9882200,"(40.76562, -73.98822)",,,410       WEST 53 STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3654635,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-04-15T00:00:00.000,12:00,,,40.7384030,-73.8027200,"(40.738403, -73.80272)",LONG ISLAND EXPRESSWAY          ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3651272,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-04-24T00:00:00.000,12:57,BROOKLYN,11229,40.6049600,-73.9437700,"(40.60496, -73.94377)",AVENUE S                        ,EAST 29 STREET,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,,,,3657016,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-04-18T00:00:00.000,9:00,BRONX,10454,40.8035930,-73.9197850,"(40.803593, -73.919785)",BRUCKNER BOULEVARD              ,SAINT ANNS AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3652982,Pick-up Truck,Box Truck,,,
2017-05-02T00:00:00.000,23:30,MANHATTAN,10035,40.8082770,-73.9388000,"(40.808277, -73.9388)",MADISON AVENUE                  ,EAST 129 STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3662083,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,
2017-05-01T00:00:00.000,20:00,MANHATTAN,10039,40.8281100,-73.9380600,"(40.82811, -73.93806)",,,2890      8 AVENUE                      ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3661940,Sedan,Taxi,,,
2017-05-07T00:00:00.000,17:06,QUEENS,11369,40.7681300,-73.8762500,"(40.76813, -73.87625)",94 STREET                       ,23 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3665619,Taxi,Taxi,,,
2017-05-05T00:00:00.000,19:50,,,40.6381570,-73.8917600,"(40.638157, -73.89176)",EAST 99 STREET                  ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3665472,Sedan,Sedan,,,
2017-04-16T00:00:00.000,16:58,BRONX,10475,40.8857570,-73.8283700,"(40.885757, -73.82837)",,,4090      BOSTON ROAD                   ,0,0,0,0,0,0,0,0,Unspecified,,,,,3651564,RV,,,,
2017-04-15T00:00:00.000,16:15,QUEENS,11373,40.7433970,-73.8838800,"(40.743397, -73.88388)",81 STREET                       ,BROADWAY,,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,3651973,Sedan,Sedan,,,
2017-04-23T00:00:00.000,22:18,QUEENS,11412,40.7007030,-73.7520000,"(40.700703, -73.752)",203 STREET                      ,MURDOCK AVENUE,,2,0,0,0,0,0,2,0,Driver Inexperience,Driver Inattention/Distraction,Unspecified,Unspecified,,3656089,Sedan,Sedan,Sedan,Sedan,
2017-04-22T00:00:00.000,18:50,QUEENS,11374,40.7325100,-73.8682700,"(40.73251, -73.86827)",ELIOT AVENUE                    ,QUEENS BOULEVARD,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3655316,Sedan,,,,
2017-04-27T00:00:00.000,7:30,,,40.8123130,-73.9522300,"(40.812313, -73.95223)",WEST 127 STREET                 ,,,1,0,1,0,0,0,0,0,Unspecified,,,,,3660961,Station Wagon/Sport Utility Vehicle,,,,
2017-05-09T00:00:00.000,14:50,MANHATTAN,10022,,,,5 AVENUE                        ,WEST 50 STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Passing Too Closely,,,,3666957,Sedan,Taxi,,,
2017-05-08T00:00:00.000,12:45,BRONX,10458,,,,EAST BEDFORD PARK BOULEVARD     ,VALENTINE AVENUE,,1,0,1,0,0,0,0,0,Traffic Control Disregarded,,,,,3667072,Sedan,,,,
2017-04-28T00:00:00.000,20:20,,,40.5907440,-74.1923400,"(40.590744, -74.19234)",VICTORY BOULEVARD               ,ALBERTA AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Device Improper/Non-Working,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,3660259,Station Wagon/Sport Utility Vehicle,Bus,,,
2017-05-10T00:00:00.000,9:00,,,40.7891160,-73.8225900,"(40.789116, -73.82259)",WHITESTONE EXPRESSWAY           ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3666921,Sedan,Sedan,,,
2017-05-01T00:00:00.000,16:30,,,,,,STATEN ISLAND EXPRESSWAY        ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3670945,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-05-01T00:00:00.000,18:45,BRONX,10461,40.8455100,-73.8342200,"(40.84551, -73.83422)",WESTCHESTER AVENUE              ,ROBERTS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3661907,Sedan,Station Wagon/Sport Utility Vehicle,,,
2015-12-08T00:00:00.000,10:00,,,,,,BUSHWICK AVENUE                 ,EASTERN PARKWAY                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3349201,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
2020-09-27T00:00:00.000,15:20,,,,,,HYLAN BOULEVARD                 ,NARROWS ROAD NORTH,,2,0,2,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4353520,Sedan,,,,
2017-09-11T00:00:00.000,15:05,MANHATTAN,10018,,,,,,64        W 39th St                     ,0,0,0,0,0,0,0,0,Unspecified,,,,,3748337,Sedan,,,,
2017-05-04T00:00:00.000,15:00,BROOKLYN,11201,40.6901440,-73.9840800,"(40.690144, -73.98408)",ELM PLACE                       ,FULTON STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3663968,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-04-30T00:00:00.000,21:15,MANHATTAN,10031,40.8226430,-73.9532240,"(40.822643, -73.953224)",WEST 139 STREET                 ,BROADWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3660907,Station Wagon/Sport Utility Vehicle,,,,
2017-04-15T00:00:00.000,15:00,QUEENS,11433,40.7012370,-73.7946500,"(40.701237, -73.79465)",LIBERTY AVENUE                  ,BREWER BOULEVARD,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3651845,Sedan,Box Truck,,,
2017-04-23T00:00:00.000,6:30,MANHATTAN,10022,40.7578100,-73.9735300,"(40.75781, -73.97353)",PARK AVENUE                     ,EAST 51 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3656756,Taxi,Taxi,,,
2017-04-29T00:00:00.000,16:40,BRONX,10455,40.8151600,-73.9177400,"(40.81516, -73.91774)",BERGEN AVENUE                   ,EAST 148 STREET,,0,0,0,0,0,0,0,0,Brakes Defective,Unspecified,,,,3660875,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-04-29T00:00:00.000,10:30,MANHATTAN,10027,40.8156850,-73.9583000,"(40.815685, -73.9583)",BROADWAY                        ,WEST 125 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3660705,Box Truck,Taxi,,,
2017-04-21T00:00:00.000,9:30,MANHATTAN,10038,40.7103960,-74.0056100,"(40.710396, -74.00561)",WILLIAM STREET                  ,BEEKMAN STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3656019,Sedan,Box Truck,,,
2017-04-27T00:00:00.000,13:30,,,40.7590330,-73.8132500,"(40.759033, -73.81325)",BEECH AVENUE                    ,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3658386,Flat Bed,Station Wagon/Sport Utility Vehicle,,,
2017-04-22T00:00:00.000,0:00,MANHATTAN,10019,40.7610930,-73.9832700,"(40.761093, -73.98327)",WEST 50 STREET                  ,7 AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3656190,Station Wagon/Sport Utility Vehicle,Bus,,,
2017-05-08T00:00:00.000,18:21,,,40.7794950,-73.9535000,"(40.779495, -73.9535)",EAST 87 STREET                  ,,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,Unspecified,,,3666066,Bus,Station Wagon/Sport Utility Vehicle,Sedan,,
2017-04-20T00:00:00.000,10:35,,,40.7147600,-73.8210400,"(40.71476, -73.82104)",82 AVENUE                       ,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3655334,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-05-04T00:00:00.000,2:30,,,40.6596070,-73.7738600,"(40.659607, -73.77386)",NASSAU EXPRESSWAY               ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3662545,Sedan,,,,
2017-04-26T00:00:00.000,11:45,MANHATTAN,10128,40.7821100,-73.9557950,"(40.78211, -73.955795)",PARK AVENUE                     ,EAST 89 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3657868,Taxi,Station Wagon/Sport Utility Vehicle,,,
2017-04-28T00:00:00.000,18:14,MANHATTAN,10075,40.7703930,-73.9480800,"(40.770393, -73.94808)",EAST 79 STREET                  ,EAST END AVENUE,,0,0,0,0,0,0,0,0,Driver Inexperience,Driver Inexperience,,,,3660097,Station Wagon/Sport Utility Vehicle,Taxi,,,
2017-04-20T00:00:00.000,12:00,,,40.6988900,-73.9175300,"(40.69889, -73.91753)",BLEECKER STREET                 ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3654746,Sedan,,,,
2017-05-01T00:00:00.000,20:15,BROOKLYN,11220,40.6388780,-74.0060500,"(40.638878, -74.00605)",8 AVENUE                        ,54 STREET,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,Unspecified,,,3662307,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
2017-04-14T00:00:00.000,15:50,,,40.7775420,-73.9570160,"(40.777542, -73.957016)",LEXINGTON AVENUE                ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3652301,Moped,Sedan,,,
2017-04-16T00:00:00.000,18:50,,,40.8625340,-73.8970800,"(40.862534, -73.89708)",GRAND CONCOURSE                 ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3651917,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-05-03T00:00:00.000,23:20,,,40.7729530,-73.9202800,"(40.772953, -73.92028)",HOYT AVENUE NORTH               ,,,1,0,1,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,3662745,Sedan,,,,
2017-05-09T00:00:00.000,17:14,BROOKLYN,11217,,,,FLATBUSH AVENUE                 ,4 AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Traffic Control Disregarded,,,,3672099,Sedan,Bus,,,
2017-04-22T00:00:00.000,0:00,BRONX,10453,40.8513200,-73.9084200,"(40.85132, -73.90842)",EAST TREMONT AVENUE             ,WALTON AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3655791,Sedan,Sedan,,,
2017-04-25T00:00:00.000,10:30,MANHATTAN,10024,40.7903630,-73.9734200,"(40.790363, -73.97342)",,,203       WEST 90 STREET                ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3657618,Station Wagon/Sport Utility Vehicle,FDNY,,,
2017-05-04T00:00:00.000,7:15,,,40.7583400,-73.9577500,"(40.75834, -73.95775)",QUEENSBORO BRIDGE LOWER ROADWAY ,,,1,0,0,0,0,0,1,0,Backing Unsafely,Unspecified,,,,3663046,Bus,Sedan,,,
2017-04-20T00:00:00.000,18:32,MANHATTAN,10017,40.7525200,-73.9807100,"(40.75252, -73.98071)",,,12        EAST 41 STREET                ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3655470,Garbage or Refuse,Van,,,
2017-04-28T00:00:00.000,18:09,QUEENS,11373,40.7441000,-73.8718950,"(40.7441, -73.871895)",,,93-10     43 AVENUE                     ,0,0,0,0,0,0,0,0,Unspecified,,,,,3660544,Sedan,,,,
2017-05-08T00:00:00.000,17:22,QUEENS,11435,40.7052650,-73.8160600,"(40.705265, -73.81606)",,,139-48    QUEENS BOULEVARD              ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unsafe Lane Changing,,,,3665990,Station Wagon/Sport Utility Vehicle,Sedan,,,
2018-02-16T00:00:00.000,14:40,,,,,,WHITESTONE EXPRESSWAY           ,20 AVENUE,,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,,,,,3847666,Sedan,,,,
2017-05-06T00:00:00.000,16:40,,,40.6983680,-73.9969560,"(40.698368, -73.996956)",BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3664426,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-05-06T00:00:00.000,21:30,,,40.8469470,-73.9284200,"(40.846947, -73.92842)",WASHINGTON BRIDGE 181 ST        ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3670816,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-05-09T00:00:00.000,18:30,QUEENS,11101,40.7428740,-73.9339450,"(40.742874, -73.933945)",47 AVENUE                       ,VANDAM STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3666513,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-05-05T00:00:00.000,15:31,,,40.6664050,-73.8026350,"(40.666405, -73.802635)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,,,,3663916,Chassis Cab,Sedan,,,
2017-04-24T00:00:00.000,8:45,,,40.7642000,-73.7880860,"(40.7642, -73.788086)",FRANCIS LEWIS BOULEVARD         ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3656728,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-05-09T00:00:00.000,8:00,,,40.5267100,-74.1784100,"(40.52671, -74.17841)",HYLAN BOULEVARD                 ,,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,3671792,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-05-03T00:00:00.000,14:50,BRONX,10474,40.8168640,-73.8827440,"(40.816864, -73.882744)",,,772       EDGEWATER ROAD                ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3663876,Tractor Truck Diesel,Tractor Truck Diesel,,,
2017-04-21T00:00:00.000,13:04,MANHATTAN,10002,40.7193370,-73.9859160,"(40.719337, -73.985916)",SUFFOLK STREET                  ,RIVINGTON STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3655114,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-04-30T00:00:00.000,20:50,QUEENS,11372,40.7524530,-73.8753400,"(40.752453, -73.87534)",,,35-04     92 STREET                     ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3660883,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,
2017-04-28T00:00:00.000,11:30,BRONX,10462,40.8475600,-73.8574450,"(40.84756, -73.857445)",,,960       MORRIS PARK AVENUE            ,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3660470,Sedan,Sedan,,,
2017-04-24T00:00:00.000,0:15,QUEENS,11372,40.7543870,-73.8965300,"(40.754387, -73.89653)",NORTHERN BOULEVARD              ,70 STREET,,2,0,0,0,0,0,2,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,3656311,Sedan,Sedan,Taxi,Sedan,Sedan
2017-05-05T00:00:00.000,17:15,MANHATTAN,10013,40.7223240,-74.0117800,"(40.722324, -74.01178)",WEST STREET                     ,LAIGHT STREET,,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,3665020,Station Wagon/Sport Utility Vehicle,Bus,,,
2017-04-28T00:00:00.000,18:30,,,40.6689070,-73.7810600,"(40.668907, -73.78106)",154 STREET                      ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3670293,Pick-up Truck,,,,
2017-04-15T00:00:00.000,3:00,MANHATTAN,10012,40.7290080,-74.0008900,"(40.729008, -74.00089)",,,180       BLEECKER STREET               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3651680,Sedan,Sedan,,,
2017-04-27T00:00:00.000,8:22,BROOKLYN,11223,40.6030040,-73.9615600,"(40.603004, -73.96156)",CONEY ISLAND AVENUE             ,AVENUE S,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,,,,3660628,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-04-15T00:00:00.000,18:00,MANHATTAN,10030,40.8151300,-73.9453500,"(40.81513, -73.94535)",,,237       WEST 134 STREET               ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3652566,Sedan,Pick-up Truck,,,
2017-04-16T00:00:00.000,13:00,,,,,,PAGE AVENUE                     ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3651858,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-04-27T00:00:00.000,14:00,BROOKLYN,11223,40.6000140,-73.9665000,"(40.600014, -73.9665)",,,518       AVENUE T                      ,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3660616,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-04-21T00:00:00.000,23:55,QUEENS,11385,40.7098500,-73.9171450,"(40.70985, -73.917145)",ONDERDONK AVENUE                ,WILLOUGHBY AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3655074,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-04-14T00:00:00.000,12:30,,,40.8458060,-73.9292100,"(40.845806, -73.92921)",ALEXANDER HAMILTON BRIDGE       ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3651573,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-04-25T00:00:00.000,0:00,MANHATTAN,10034,40.8685340,-73.9184100,"(40.868534, -73.91841)",,,5000      BROADWAY                      ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3657264,Sedan,Sedan,,,
2017-04-16T00:00:00.000,1:20,,,40.7890550,-73.9486100,"(40.789055, -73.94861)",LEXINGTON AVENUE                ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3652560,Sedan,Bike,,,
2017-05-07T00:00:00.000,3:00,,,40.6715350,-73.9576640,"(40.671535, -73.957664)",LINCOLN PLACE                   ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3666535,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,
2017-05-08T00:00:00.000,13:20,BROOKLYN,11219,40.6440600,-73.9934900,"(40.64406, -73.99349)",40 STREET                       ,10 AVENUE,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3666042,Garbage or Refuse,Sedan,Sedan,,
2017-05-06T00:00:00.000,14:25,,,40.8606000,-73.9110200,"(40.8606, -73.91102)",SEDGWICK AVENUE                 ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3664096,Sedan,Sedan,,,
2019-06-24T00:00:00.000,15:00,BROOKLYN,11215,40.6704030,-73.9801100,"(40.670403, -73.98011)",,,414       4 STREET                      ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4158185,Sedan,,,,
2017-04-25T00:00:00.000,2:30,,,40.6657940,-73.7464000,"(40.665794, -73.7464)",BELT PARKWAY                    ,,,2,0,0,0,0,0,2,0,Unsafe Speed,,,,,3657011,Sedan,,,,
2017-04-18T00:00:00.000,10:00,QUEENS,11365,40.7278330,-73.8111340,"(40.727833, -73.811134)",PARSONS BOULEVARD               ,72 AVENUE,,3,0,0,0,0,0,3,0,Failure to Yield Right-of-Way,Unspecified,,,,3652922,Sedan,Station Wagon/Sport Utility Vehicle,,,
